品牌,型号,CADR 灰尘(m3/h),CADR 花粉,CADR 烟雾,高度(mm),宽度(mm),深度(mm),重量(kg),颜色,最小噪音(dB),最大噪音(dB),最小功率(W),最大功率(W),最大风量,材料,原产地,滤网寿命,滤网材料,滤网更新提醒,支持睡眠模式,支持遥控,支持定时,空气质量显示,风档,图片,数据来源
飞利浦,AC4072,,,,640,355,200,7.2,金属白,20,50,,47,,炉身：ABS塑料,,,,,,,,,5,http://2f.zol-img.com.cn/product/101_160x120/23/ceTidGJ7EqiOs.jpg,http://detail.zol.com.cn//230/229585/param.shtml
飞利浦,AC4072,,,,355,200,640,7.2,银色,,,,47,150,,韩国,12.0,"HEPA滤网,活性炭滤网",有,支持,不支持,不支持,有,-1,http://image.suning.cn/content/catentries/00000000010713/000000000107137755/fullimage/000000000107137755_1.jpg,http://product.suning.com/107137755.html
飞利浦,AC4072,,,,,,,7.2,银色,,,,47,,,韩国,24.0,"HEPA滤网,活性炭滤网",有,支持,不支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010689/000000000106892088/fullimage/000000000106892088_1.jpg,http://product.suning.com/106892088.html
飞利浦,AC4072/00,320,320,,200,355,640,9.5,,20,50,,47,-1,ABS,韩国,-1,,,,,,,-1,http://images.philips.com/is/image/PhilipsConsumer/AC4072_00-IMS-zh_CN?wid=330&hei=330&$jpglarge$,http://www.philips.com.cn/c/%E7%A9%BA%E6%B0%94%E5%87%80%E5%8C%96%E5%99%A8/air-purifier-ac4072_00/prd
飞利浦,AC4074,,,,355,200,640,7.2,银色,,,,47,150,,韩国,12.0,"HEPA滤网,活性炭滤网",有,支持,不支持,不支持,有,-1,http://image.suning.cn/content/catentries/00000000010713/000000000107137421/fullimage/000000000107137421_1.jpg,http://product.suning.com/107137421.html
飞利浦,AC4074,,,,645,354,194,11.18,,,,,47,250,ABS 塑料,,,,,,,,,,http://2e.zol-img.com.cn/product/101_160x120/992/ceBSx39EM2Ev2.jpg,http://detail.zol.com.cn//230/229583/param.shtml
飞利浦,AC4074/00,,,,,,,7.2,金属银色和银杏色,20.0,50.0,,47.0,,ABS,韩国,,,支持,true,,,true,,http://img13.360buyimg.com/n1/g14/M03/1F/18/rBEhVVNaNq4IAAAAAAEOMfAhKpMAAMh3QGt3pIAAQ5J202.jpg,http://item.jd.com/184793.html
飞利浦,AC4074/00,320,320,,200,355,640,9.5,,20,50,,47,-1,ABS,韩国,-1,,,,,,,-1,http://images.philips.com/is/image/PhilipsConsumer/AC4074_00-IMS-zh_CN?wid=330&hei=330&$jpglarge$,http://www.philips.com.cn/c/%E7%A9%BA%E6%B0%94%E5%87%80%E5%8C%96%E5%99%A8/living-room-air-purifier-ac4074_00/prd
飞利浦,AC4076,250,,,645,354,194,7.4,香槟色,31.5,61.5,,47.0,,ABS,韩国,,,支持,true,,,true,,http://img13.360buyimg.com/n1/g15/M04/19/08/rBEhWFNaN3AIAAAAAAD4nbPn31gAAMY5ALz3tAAAPi1745.jpg,http://item.jd.com/492788.html
飞利浦,AC4076,,,,354,194,645,7.2,金色,,,,47,,,韩国,12.0,HEPA滤网,有,支持,不支持,不支持,有,-1,http://image.suning.cn/content/catentries/00000000012020/000000000120202089/fullimage/000000000120202089_1.jpg,http://product.suning.com/120202089.html
飞利浦,AC4076,,,,354,194,645,7.2,金色,,,,47,50,,韩国,12.0,"HEPA滤网,活性炭滤网",有,支持,不支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010713/000000000107132404/fullimage/000000000107132404_1.jpg,http://product.suning.com/107132404.html
飞利浦,AC4076,,,,645,345,194,7.4,,,,,47,,ABS塑料,,,,true,true,,,true,5,http://2f.zol-img.com.cn/product/122_160x120/697/cey4bFUDVIHw6.jpg,http://detail.zol.com.cn//301/300384/param.shtml
飞利浦,AC4076/00,250,250,,354,194,645,7.4,,31,61,,47,-1,ABS,韩国,-1,,,,,,,-1,http://images.philips.com/is/image/PhilipsConsumer/AC4076_00-IMS-zh_CN?wid=330&hei=330&$jpglarge$,http://www.philips.com.cn/c/%E7%A9%BA%E6%B0%94%E5%87%80%E5%8C%96%E5%99%A8/new-home-air-purifier-ac4076_00/prd
飞利浦,AC4080/00,,,,605,210,365,8.3,白色,,36.0,,60.0,,,惠州,,,支持,,,,,,http://img11.360buyimg.com/n1/g10/M00/1C/02/rBEQWVNaNCcIAAAAAADwZgd1O38AAFgCgMzLbgAAPB-514.jpg,http://item.jd.com/1025041.html
飞利浦,AC4080/00,167,,,,,,10.2,,,36,,60,-1,ABS,中国,-1,,,,,,,-1,http://images.philips.com/is/image/PhilipsConsumer/AC4080_00-IMS-zh_CN?wid=330&hei=330&$jpglarge$,http://www.philips.com.cn/c/%E7%A9%BA%E6%B0%94%E5%87%80%E5%8C%96%E5%99%A8/combi-air-purifier-and-humidifier-ac4080_00/prd
飞利浦,AC4081,,,,291,447,672,8.3,黑色,,,,68,,,韩国,12.0,HEPA滤网,有,支持,不支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000012012/000000000120123448/fullimage/000000000120123448_1.jpg,http://product.suning.com/120123448.html
飞利浦,AC4081,,,,291,447,672,8.3,黑色,,,,68,150,,香港,12.0,HEPA滤网,有,支持,不支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010713/000000000107136503/fullimage/000000000107136503_1.jpg,http://product.suning.com/107136503.html
飞利浦,AC4081/00,223,,,210,365,605,8.3,,,36,,68,-1,ABS,中国,-1,,,,,,,-1,http://images.philips.com/is/image/PhilipsConsumer/AC4081_00-IMS-zh_CN?wid=330&hei=330&$jpglarge$,http://www.philips.com.cn/c/%E7%A9%BA%E6%B0%94%E5%87%80%E5%8C%96%E5%99%A8/combi-air-purifier-and-humidifier-ac4081_00/prd
飞利浦,AC4084,,,,390,243,586,10,白色,,,,50,300,,中国,12.0,"HEPA滤网,活性炭滤网",有,不支持,不支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010718/000000000107184091/fullimage/000000000107184091_1.jpg,http://product.suning.com/107184091.html
飞利浦,AC4084,,,,,,,10,银色,,,,20,,,中国,12.0,HEPA滤网,有,支持,不支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000012012/000000000120124622/fullimage/000000000120124622_1.jpg,http://product.suning.com/120124622.html
飞利浦,AC4084,,,,210,130,220,7,黑色,,,,5,,,北京,24.0,HEPA滤网,有,支持,支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010696/000000000106962160/fullimage/000000000106962160_1.jpg,http://product.suning.com/106962160.html
飞利浦,AC4084/00,,,,335,690,480,10,白色,30,50,,20,,,,,,,,,,,,http://2b.zol-img.com.cn/product/83_160x120/467/cerm8J4KjoK2g.jpg,http://detail.zol.com.cn//318/317659/param.shtml
飞利浦,AC4084SET,210,,,586,390,243,10.0,白色,34.0,50.0,,20.0,,ABS,,,,支持,,,,,,http://img12.360buyimg.com/n1/jfs/t181/72/816613523/32000/1190a047/539a9415N1390f206.jpg,http://item.jd.com/1154012.html
飞利浦,AC4085/00,,,,,,,10.0,银色,33.0,54.0,,30.0,,ABS,中国,,,支持,,,,,,http://img13.360buyimg.com/n1/g16/M00/00/0F/rBEbRVNp7nUIAAAAAAQGb2rbOEMAAAF_gLF6E0ABAaH121.jpg,http://item.jd.com/542808.html
飞利浦,AC4085/00,240,240,,390,243,586,12.1,,33,54,,30,-1,ABS,中国,-1,,,,,,,-1,http://images.philips.com/is/image/PhilipsConsumer/AC4085_00-IMS-zh_CN?wid=330&hei=330&$jpglarge$,http://www.philips.com.cn/c/%E7%A9%BA%E6%B0%94%E5%87%80%E5%8C%96%E5%99%A8/combi-air-purifier-and-humidifier-ac4085_00/prd
飞利浦,AC4085/00,,,,335,695,480,10,,,54,,30,,ABS塑料,,,,,,,,,,http://2d.zol-img.com.cn/product/83_160x120/121/ce7JjyGF8DUu2.jpg,http://detail.zol.com.cn//318/317651/param.shtml
飞利浦,AC4086,,,,,,,,,,,,50,,,中国,,,,,,,有,-1,http://image.suning.cn/content/catentries/00000000010585/000000000105857821/fullimage/000000000105857821_1.jpg,http://product.suning.com/105857821.html
飞利浦,AC4086,,,,,,,10.2,橙色,,,,50,,,中国,12.0,HEPA滤网,有,支持,支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000012012/000000000120123712/fullimage/000000000120123712_1.jpg,http://product.suning.com/120123712.html
飞利浦,AC4086/00,,,,302,305,224,4.6,银色,,,,50,,,,,,true,true,,,,三,http://2c.zol-img.com.cn/product/88_160x120/814/cedLAim67JWrg.jpg,http://detail.zol.com.cn//326/325708/param.shtml
飞利浦,AC4090/00,360,360,,771,533,378,14.0,,35,57,,50,-1,ABS塑料,韩国,-1,,,,,,,-1,http://images.philips.com/is/image/PhilipsConsumer/AC4090_00-IMS-zh_CN?wid=330&hei=330&$jpglarge$,http://www.philips.com.cn/c/%E7%A9%BA%E6%B0%94%E5%87%80%E5%8C%96%E5%99%A8/air-purifier-ac4090_00/prd
飞利浦,AC4091,,,,,,,12,橙色,,,,220,,,中国,12.0,"HEPA滤网,活性炭滤网",有,支持,不支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000012012/000000000120125878/fullimage/000000000120125878_1.jpg,http://product.suning.com/120125878.html
飞利浦,AC4091,,,,,,,12,金色,,,,51,340,,中国,12.0,"HEPA滤网,活性炭滤网",有,支持,支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010779/000000000107794769/fullimage/000000000107794769_1.jpg,http://product.suning.com/107794769.html
飞利浦,AC4091/00,,,,685,455,295,12.0,香槟色,37.0,58.0,,51.0,,ABS,韩国,,,支持,,,,true,,http://img14.360buyimg.com/n1/g14/M05/1F/18/rBEhV1NaN78IAAAAAAFh9qqSGvoAAMh4QOm_woAAWIO609.jpg,http://item.jd.com/542809.html
飞利浦,AC4091/00,340,340,,455,295,685,15.0,,37,58,,51,-1,ABS,韩国,-1,,,,,,,-1,http://images.philips.com/is/image/PhilipsConsumer/AC4091_00-IMS-zh_CN?wid=330&hei=330&$jpglarge$,http://www.philips.com.cn/c/%E7%A9%BA%E6%B0%94%E5%87%80%E5%8C%96%E5%99%A8/new-home-air-purifier-ac4091_00/prd
飞利浦,AC4091/00,,,,685,455,295,12,,37,58,,51,,ABS塑料,,,,,,,,,4,http://2d.zol-img.com.cn/product/83_160x120/343/cebMK0dAL7Ws.jpg,http://detail.zol.com.cn//318/317653/param.shtml
飞利浦,AC4092/00,,,,455,295,685,11.0,,,,,70,-1,ABS,韩国,-1,,,,,,,-1,http://images.philips.com/is/image/PhilipsConsumer/AC4092_00-IMS-zh_CN?wid=330&hei=330&$jpglarge$,http://www.philips.com.cn/c/%E7%A9%BA%E6%B0%94%E5%87%80%E5%8C%96%E5%99%A8/air-purifier-ac4092_00/prd
飞利浦,AC4096/00,,,,455,295,685,12.0,,,,,80,-1,ABS,韩国,-1,,,,,,,-1,http://images.philips.com/is/image/PhilipsConsumer/AC4096_00-IMS-zh_CN?wid=330&hei=330&$jpglarge$,http://www.philips.com.cn/c/%E7%A9%BA%E6%B0%94%E5%87%80%E5%8C%96%E5%99%A8/air-purifier-ac4096_00/prd
飞利浦,AC4124 HEPA过滤网,,,,328,303,25,0.48,,,,,,,,,,HEPA,,,,,,,http://2c.zol-img.com.cn/product/59_160x120/86/cev7KdyrExsdY.jpg,http://detail.zol.com.cn//273/272964/param.shtml
飞利浦,AC4372,341,,,735,359,226,7.45,白色,,,,,,,韩国,,,支持,,,,true,,http://img14.360buyimg.com/n1/g14/M06/1F/18/rBEhVlNaM9gIAAAAAADYG5-vFbUAAMhzQNtGJwAANgz810.jpg,http://item.jd.com/1010704.html
飞利浦,AC4372/00,341,,,815,444,305,10.14,,,38,,48,-1,ABS塑料,韩国,-1,,,,,,,-1,http://images.philips.com/is/image/PhilipsConsumer/AC4372_00-IMS-zh_CN?wid=330&hei=330&$jpglarge$,http://www.philips.com.cn/c/%E7%A9%BA%E6%B0%94%E5%87%80%E5%8C%96%E5%99%A8/air-purifier-ac4372_00/prd
飞利浦,AC4374,,,,,,,7.45,灰色,,,,52,,,韩国,12.0,HEPA滤网,有,支持,不支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010668/000000000106681019/fullimage/000000000106681019_1.jpg,http://product.suning.com/106681019.html
飞利浦,AC4374,,,,800,500,300,7,金色,,,,52,,,韩国,12.0,HEPA滤网,有,支持,支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000012016/000000000120166417/fullimage/000000000120166417_1.jpg,http://product.suning.com/120166417.html
飞利浦,AC4374,,,,444,305,815,7.45,黑色,,,,52,400,,韩国,12.0,"HEPA滤网,活性炭滤网",有,支持,不支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010711/000000000107118171/fullimage/000000000107118171_1.jpg,http://product.suning.com/107118171.html
飞利浦,AC4374,,,,825,454,315,,,,35,,52,,,,,,true,true,支持,,true,,http://2e.zol-img.com.cn/product/131_160x120/736/ceuIRVJrdBj2o.jpg,http://detail.zol.com.cn//376/375809/param.shtml
飞利浦,AC4374/00,345,,,735,359,226,7.45,金属金,,35.0,,52.0,,ABS,韩国,,,支持,true,,,true,,http://img13.360buyimg.com/n1/g12/M00/0C/18/rBEQYVNgbAUIAAAAAAC3iC1nrkMAAFUNQDIt0wAALeg546.jpg,http://item.jd.com/1117463.html
飞利浦,AC4374/00,345,,,,,,7.45,,,35,,56,-1,ABS,韩国,-1,,,,,,,-1,http://images.philips.com/is/image/PhilipsConsumer/AC4374_00-IMS-zh_CN?wid=330&hei=330&$jpglarge$,http://www.philips.com.cn/c/%E7%A9%BA%E6%B0%94%E5%87%80%E5%8C%96%E5%99%A8/air-purifier-ac4374_00/prd
飞利浦,AC7072,,,,355,200,640,9,白色,,,,47,,,荷兰,12.0,"HEPA滤网,活性炭滤网",有,支持,不支持,不支持,有,-1,http://image.suning.cn/content/catentries/00000000012015/000000000120158555/fullimage/000000000120158555_1.jpg,http://product.suning.com/120158555.html
飞利浦,ACP007/00,165,,,,,,,银白色,,,,40.0,,ABS,中国,,,支持,true,,,,,http://img12.360buyimg.com/n1/g10/M00/1C/00/rBEQWFNYxZsIAAAAAADwbRGCJzwAAFfTwGYTFcAAPCF906.jpg,http://item.jd.com/1115522.html
飞利浦,ACP007/00,165,,,626,431,347,6.9,,,,,40,-1,ABS塑料,中国,-1,,,,,,,-1,http://images.philips.com/is/image/PhilipsConsumer/ACP007_00-IMS-zh_CN?wid=330&hei=330&$jpglarge$,http://www.philips.com.cn/c/%E7%A9%BA%E6%B0%94%E5%87%80%E5%8C%96%E5%99%A8/air-purifier-acp007_00/prd
飞利浦,ACP017/00,274,,,623,350,196,8.3,,,,,30,-1,ABS塑料,中国,-1,,,,,,,-1,http://images.philips.com/is/image/PhilipsConsumer/ACP017_00-IMS-zh_CN?wid=330&hei=330&$jpglarge$,http://www.philips.com.cn/c/%E7%A9%BA%E6%B0%94%E5%87%80%E5%8C%96%E5%99%A8/air-purifier-acp017_00/prd
飞利浦,ACP027/00,153,,,510,333,186,6.0,,39,54,,30,-1,ABS塑料,中国,-1,,,,,,,-1,http://images.philips.com/is/image/PhilipsConsumer/ACP027_00-IMS-zh_CN?wid=330&hei=330&$jpglarge$,http://www.philips.com.cn/c/%E7%A9%BA%E6%B0%94%E5%87%80%E5%8C%96%E5%99%A8/air-purifier-acp027_00/prd
飞利浦,ACP073/00,309,,,,,,7.2,银色,,,,,,ABS,韩国,,,支持,,,,true,,http://img10.360buyimg.com/n1/g15/M01/16/02/rBEhWFNLf2wIAAAAAAClGTbHd2YAALxHgOGCLAAAKUx973.jpg,http://item.jd.com/1088505.html
飞利浦,ACP073/00,309,,,640,200,355,9.2,,,,,47,-1,ABS塑料,韩国,-1,,,,,,,-1,http://images.philips.com/is/image/PhilipsConsumer/ACP073_00-IMS-zh_CN?wid=330&hei=330&$jpglarge$,http://www.philips.com.cn/c/%E7%A9%BA%E6%B0%94%E5%87%80%E5%8C%96%E5%99%A8/air-purifier-acp073_00/prd
飞利浦,ACP073/00,,,,355,200,640,7.2,米色,,,,47,150,,韩国,12.0,"HEPA滤网,活性炭滤网",有,支持,不支持,不支持,有,-1,http://image.suning.cn/content/catentries/00000000010963/000000000109636248/fullimage/000000000109636248_1.jpg,http://product.suning.com/109636248.html
飞利浦,ACP077/00,302,,,,,,,银色,,,,47.0,,ABS,韩国,,,支持,,,,,,http://img14.360buyimg.com/n1/g10/M00/1C/00/rBEQWFNYxaQIAAAAAADQqUo6Q7AAAFfUAFcd54AANDB383.jpg,http://item.jd.com/1115519.html
飞利浦,ACP077/00,302,,,645,354,194,10.3,,,,,47,-1,ABS塑料,韩国,-1,,,,,,,-1,http://images.philips.com/is/image/PhilipsConsumer/ACP077_00-IMS-zh_CN?wid=330&hei=330&$jpglarge$,http://www.philips.com.cn/c/%E7%A9%BA%E6%B0%94%E5%87%80%E5%8C%96%E5%99%A8/air-purifier-acp077_00/prd
飞利浦,ACP077/00,,,,,,,10,银色,,,,47,10000,,韩国,12.0,HEPA滤网,有,支持,支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000012015/000000000120156530/fullimage/000000000120156530_1.jpg,http://product.suning.com/120156530.html
飞利浦,ACP087,,,,,,,10.3,灰色,,,,50,0,,中国,12.0,"HEPA滤网,活性炭滤网",有,支持,不支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000012087/000000000120875539/fullimage/000000000120875539_1.jpg,http://product.suning.com/120875539.html
飞利浦,ACP087/00,292,,,,,,,金色,,,,50.0,,ABS,中国,,,支持,,,,true,,http://img13.360buyimg.com/n1/g10/M00/1C/00/rBEQWFNYxaoIAAAAAADlR1PyY_MAAFfUAPi_AwAAOVf108.jpg,http://item.jd.com/1115518.html
飞利浦,ACP087/00,292,,,586,390,243,12.8,,,,,50,-1,ABS塑料,中国,-1,,,,,,,-1,http://images.philips.com/is/image/PhilipsConsumer/ACP087_00-IMS-zh_CN?wid=330&hei=330&$jpglarge$,http://www.philips.com.cn/c/%E7%A9%BA%E6%B0%94%E5%87%80%E5%8C%96%E5%99%A8/combi-air-purifier-and-humidifier-acp087_00/prd
飞利浦,ACP097/00,,,,455,295,685,12.0,,,,,80,-1,ABS,韩国,-1,,,,,,,-1,http://images.philips.com/is/image/PhilipsConsumer/ACP097_00-IMS-zh_CN?wid=330&hei=330&$jpglarge$,http://www.philips.com.cn/c/%E7%A9%BA%E6%B0%94%E5%87%80%E5%8C%96%E5%99%A8/air-purifier-acp097_00/prd
飞利浦,Ac4091,,,,,,,11.5,金色,,,,51,,,韩国,12.0,"HEPA滤网,活性炭滤网",有,支持,支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010686/000000000106865750/fullimage/000000000106865750_1.jpg,http://product.suning.com/106865750.html
飞利浦,ac4001,,,,350,212,368,3.9,白色,,,,46,150,,中国,12.0,HEPA滤网,有,不支持,不支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010780/000000000107807356/fullimage/000000000107807356_1.jpg,http://product.suning.com/107807356.html
飞利浦,ac4025,,,,333,186,510,4.5,绿色,,,,30,150,,中国,12.0,"HEPA滤网,活性炭滤网",有,支持,不支持,支持,无,-1,http://image.suning.cn/content/catentries/00000000010780/000000000107806797/fullimage/000000000107806797_1.jpg,http://product.suning.com/107806797.html
飞利浦,ac4026,,,,,,,10,橙色,,,,50,150,,中国,12.0,"HEPA滤网,活性炭滤网",有,支持,不支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010780/000000000107807017/fullimage/000000000107807017_1.jpg,http://product.suning.com/107807017.html
飞利浦,ac4030,,,,65,193,65,0.3,灰色,,,,2,50,,中国,12.0,活性炭滤网,有,不支持,不支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010780/000000000107807220/fullimage/000000000107807220_1.jpg,http://product.suning.com/107807220.html
飞利浦,ac4072,,,,355,200,640,7.2,银色,,,,47,150,,韩国,12.0,"HEPA滤网,活性炭滤网",有,支持,不支持,不支持,有,-1,http://image.suning.cn/content/catentries/00000000010779/000000000107799926/fullimage/000000000107799926_1.jpg,http://product.suning.com/107799926.html
飞利浦,ac4076,,,,,,,7.4,金色,,,,47,50,,韩国,12.0,"HEPA滤网,活性炭滤网",有,支持,不支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010779/000000000107798083/fullimage/000000000107798083_1.jpg,http://product.suning.com/107798083.html
飞利浦,ac4081,,,,291,447,672,8.3,黑色,,,,68,150,,香港,12.0,HEPA滤网,有,支持,不支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010780/000000000107802473/fullimage/000000000107802473_1.jpg,http://product.suning.com/107802473.html
飞利浦,ac4084,,,,390,243,586,10,白色,,,,50,300,,中国,12.0,"HEPA滤网,活性炭滤网",有,不支持,不支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010780/000000000107806072/fullimage/000000000107806072_1.jpg,http://product.suning.com/107806072.html
飞利浦,ac4084,,,,,,,10,银色,,,,30,340,,中国,12.0,HEPA滤网,有,不支持,不支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010780/000000000107805495/fullimage/000000000107805495_1.jpg,http://product.suning.com/107805495.html
飞利浦,ac4372,,,,,,,7.42,白色,,,,48,150,,韩国,12.0,HEPA滤网,有,支持,支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010780/000000000107806640/fullimage/000000000107806640_1.jpg,http://product.suning.com/107806640.html
飞利浦,ac4374,,,,444,305,815,10,卡其色,,,,52,170,,韩国,12.0,"HEPA滤网,活性炭滤网",有,支持,不支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010779/000000000107793971/fullimage/000000000107793971_1.jpg,http://product.suning.com/107793971.html
飞利浦,怡动车载,,,,54,209,209,1.59,,,,,,,,,,,,,,,,3,http://2a.zol-img.com.cn/product/77_160x120/464/ceSrCltCpKkA.jpg,http://detail.zol.com.cn//273/272956/param.shtml
飞时,FAP-MK212,,,,,,,1.2,金色,,,,8.0,,ABS,中国大陆,,,,true,,,,,http://img13.360buyimg.com/n1/g16/M00/02/0F/rBEbRlNsPwoIAAAAAAUifEooStUAAAfGgHMy10ABSKU712.jpg,http://item.jd.com/931538.html
飞时,FAP-MK212,,,,160,160,50,1.5,金色,,,,8,,,中国,4.0,HEPA滤网,无,不支持,不支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000012081/000000000120813989/fullimage/000000000120813989_1.jpg,http://product.suning.com/120813989.html
飞时,FAP-MKS112,,,,210,150,50,1.5,金色,,,,8,,,中国,4.0,HEPA滤网,无,不支持,不支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000012081/000000000120810328/fullimage/000000000120810328_1.jpg,http://product.suning.com/120810328.html
高鼎,NS1000B,,,,120,330,330,1.5,绿色,,,,5,,,美国,0.0,无,无,支持,不支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000010730/000000000107300655/fullimage/000000000107300655_1.jpg,http://product.suning.com/107300655.html
高鼎,NS2000B,,,,120,330,330,1.835,蓝色,,,,5,,,美国,0.0,无,无,支持,不支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000010729/000000000107296140/fullimage/000000000107296140_1.jpg,http://product.suning.com/107296140.html
高鼎,NS200A,,,,73,84,50,0.085,米色,,,,2,,,美国,0.0,无,无,不支持,不支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000010802/000000000108026267/fullimage/000000000108026267_1.jpg,http://product.suning.com/108026267.html
高鼎,NS200A,,,,75,75,100,0.085,米色,,,,2,,,美国,0.0,无,无,不支持,不支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000010729/000000000107294495/fullimage/000000000107294495_1.jpg,http://product.suning.com/107294495.html
高鼎,NS3000B,,,,330,330,120,2.35,红色,,,,220,,,美国,0.0,无,无,支持,不支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000010808/000000000108081801/fullimage/000000000108081801_1.jpg,http://product.suning.com/108081801.html
魔光球,BOMB,,,,,,,,白色,,,,20.0,,ABS,中国大陆,,,,,,,,,http://img14.360buyimg.com/n1/g13/M02/04/1A/rBEhUlNHvIMIAAAAAACgA4itnUkAALptQHc9cAAAKAb250.jpg,http://item.jd.com/1031254.html
魔光球,Cube-A,,,,,,,1.3,白色,,,,,,,,,,,,,,,,http://img11.360buyimg.com/n1/g14/M06/02/18/rBEhV1NozjkIAAAAAAHpNWKvvYMAANHhgFAV3sAAelN684.jpg,http://item.jd.com/951626.html
魔光球,M1,,,,180,180,133,1.8,橙色,,,,3,,,厦门,36.0,无,无,不支持,不支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000012085/000000000120850160/fullimage/000000000120850160_1.jpg,http://product.suning.com/120850160.html
魔光球,M1,,,,180,180,133,1.5,绿色,,,,3,,,厦门,36.0,无,无,不支持,不支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000012085/000000000120851596/fullimage/000000000120851596_1.jpg,http://product.suning.com/120851596.html
